"10068","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)-8",,"Resurrection holy and righteous Lazarus","Resurrection holy and righteous Lazarus","re","res","Resurrection holy ; righteous Lazarus","righteous, holy",,,"0",,"0",,"0","Воскресение святым и праведным Лазарем","easter_date($year)-8",,"0","Invierea Sfântului si Dreptului Lazar",,"0","Ανάσταση του Λαζάρου και δίκαιοι"
"10067","0000-00-00 00:00:00","0000-00-00",,,"fround(july16($year))",,"Sunday of the Holy Fathers of the IV-th Ecumenical Synod","Sunday of the Holy Fathers of the IV-th Ecumenical Synod","su","sun","of Fathers @ IV-th Ecumenical Synod","holy, sunday",,,"0",,"0",,"0","Неделя святых отцов IV-го Вселенского синода","fround(july16($year))",,"0","Duminica Sfinţilor Parinti de la Sinodul  IV Ecumenic",,"0","Κυριακή των Αγίων Πατέρων της IV-ου 'Οικουμενικής Συνόδου"
"10064","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,31)",,"Thirty-first Sunday after the Descent of the Holy Spirit","Thirty-first Sunday after the Descent of the Holy Spirit","th","thi","Thirty-first ","after DHS, holy, sunday",,,"0",,"0",,"0","Тридцать первое воскресенье после Сошествия Святого Духа","fmob1($year,31)",,"0","Duminica a treizecişiuna după Pogorârea Sfântului Duh",,"0","Τριάντα πρώτη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10066","0000-00-00 00:00:00","0000-00-00",,,"$oct11-jddayofweek($oct11)+7",,"Sunday of the Holy Fathers of the VII-th Ecumenical Synod","Sunday of the Holy Fathers of the VII-th Ecumenical Synod","su","sun","of Fathers @ VII-th Ecumenical Synod","holy, sunday",,,"0",,"0",,"0","Неделя святых отцов VII-го Вселенского синода","$oct11-jddayofweek($oct11)+7",,"0","Duminica Sfinţilor Parinti de la Sinodul VII Ecumenic",,"0","Κυριακή των Αγίων Πατέρων της VII-ου 'Οικουμενικής Συνόδου"
"10065","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,32)",,"Thirty-second Sunday after the Descent of the Holy Spirit","Thirty-second Sunday after the Descent of the Holy Spirit","th","thi","Thirty-second ","after DHS, holy, sunday",,,"0",,"0",,"0","Тридцать второе воскресенье после Сошествия Святого Духа","fmob1($year,32)",,"0","Duminica a treizecişidoua după Pogorârea Sfântului Duh",,"0","Τριάντα δεύτερη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10063","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,30)",,"Thirtieth Sunday after the Descent of the Holy Spirit","Thirtieth Sunday after the Descent of the Holy Spirit","th","thi","Thirtieth ","after DHS, holy, sunday",,,"0",,"0",,"0","Тридцатый воскресенье После Сошествия Святого Духа","fmob1($year,30)",,"0","Duminica a treizecea după Pogorârea Sfântului Duh",,"0","Τριακοστή Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10062","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,29)",,"Twenty-ninth Sunday after the Descent of the Holy Spirit","Twenty-ninth Sunday after the Descent of the Holy Spirit","tw","twe","Twenty-ninth ","after DHS, holy, sunday",,,"0",,"0",,"0","Двадцать девятое воскресенье после Сошествия Святого Духа","fmob1($year,29)",,"0","Duminica a douazecişinoua după Pogorârea Sfântului Duh",,"0","Εικοστή ένατη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10061","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,28)",,"Twenty-eight Sunday after the Descent of the Holy Spirit","Twenty-eight Sunday after the Descent of the Holy Spirit","tw","twe","Twenty-eight ","after DHS, holy, sunday",,,"0",,"0",,"0","Двадцать восемь воскресенье После Сошествия Святого Духа","fmob1($year,28)",,"0","Duminica a douazecişiopta după Pogorârea Sfântului Duh",,"0","Είκοσι οκτώ Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10060","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,27)",,"Twenty-seventh Sunday after the Descent of the Holy Spirit","Twenty-seventh Sunday after the Descent of the Holy Spirit","tw","twe","Twenty-seventh ","after DHS, holy, sunday",,,"0",,"0",,"0","Двадцать седьмое воскресенье после Сошествия Святого Духа","fmob1($year,27)",,"0","Duminica a douazecişişaptea după Pogorârea Sfântului Duh",,"0","Εικοστή έβδομη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10059","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,26)",,"Twenty-sixth Sunday after the Descent of the Holy Spirit","Twenty-sixth Sunday after the Descent of the Holy Spirit","tw","twe","Twenty-sixth ","after DHS, holy, sunday",,,"0",,"0",,"0","Двадцать шестое воскресенье после Сошествия Святого Духа","fmob1($year,26)",,"0","Duminica a douazecişişasea după Pogorârea Sfântului Duh",,"0","Εικοστή έκτη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10058","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,25)",,"Twenty-fifth Sunday after the Descent of the Holy Spirit","Twenty-fifth Sunday after the Descent of the Holy Spirit","tw","twe","Twenty-fifth ","after DHS, holy, sunday",,,"0",,"0",,"0","Двадцать пятое воскресенье после Сошествия Святого Духа","fmob1($year,25)",,"0","Duminica a douazecişicincea după Pogorârea Sfântului Duh",,"0","Εικοστή πέμπτη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10057","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,24)",,"Twenty-forth Sunday after the Descent of the Holy Spirit","Twenty-forth Sunday after the Descent of the Holy Spirit","tw","twe","Twenty-forth ","after DHS, holy, sunday",,,"0",,"0",,"0","Двадцать четвертое воскресенье после Сошествия Святого Духа","fmob1($year,24)",,"0","Duminica a douazecişipatra după Pogorârea Sfântului Duh",,"0","Εικοστή τέταρτη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10056","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,23)",,"Twenty-third Sunday after the Descent of the Holy Spirit","Twenty-third Sunday after the Descent of the Holy Spirit","tw","twe","Twenty-third ","after DHS, holy, sunday",,,"0",,"0",,"0","Двадцать третье воскресенье после Сошествия Святого Духа","fmob1($year,23)",,"0","Duminica a douazecişitreia după Pogorârea Sfântului Duh",,"0","Εικοστή τρίτη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10055","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,22)",,"Twenty-second Sunday after the Descent of the Holy Spirit","Twenty-second Sunday after the Descent of the Holy Spirit","tw","twe","Twenty-second ","after DHS, holy, sunday",,,"0",,"0",,"0","Двадцать второе воскресенье после Сошествия Святого Духа","fmob1($year,22)",,"0","Duminica a douazecişidoua după Pogorârea Sfântului Duh",,"0","Εικοστή δεύτερη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10054","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,21)",,"Twenty-first Sunday after the Descent of the Holy Spirit","Twenty-first Sunday after the Descent of the Holy Spirit","tw","twe","Twenty-first ","after DHS, holy, sunday",,,"0",,"0",,"0","Двадцать первое воскресенье после Сошествия Святого Духа","fmob1($year,21)",,"0","Duminica a douazecişiuna după Pogorârea Sfântului Duh",,"0","Εικοστή πρώτη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10053","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,20)",,"Twentieth Sunday after the Descent of the Holy Spirit","Twentieth Sunday after the Descent of the Holy Spirit","tw","twe","Twentieth ","after DHS, holy, sunday",,,"0",,"0",,"0","Двадцатый воскресенье После Сошествия Святого Духа","fmob1($year,20)",,"0","Duminica a douazecea după Pogorârea Sfântului Duh",,"0","Εικοστή Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10052","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,19)",,"Nineteenth Sunday after the Descent of the Holy Spirit","Nineteenth Sunday after the Descent of the Holy Spirit","ni","nin","Nineteenth ","after DHS, holy, sunday",,,"0",,"0",,"0","Девятнадцатая воскресенье После Сошествия Святого Духа","fmob1($year,19)",,"0","Duminica a nouasprezecea după Pogorârea Sfântului Duh",,"0","Δέκατη ένατη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10051","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,18)",,"Eighteenth Sunday after the Descent of the Holy Spirit","Eighteenth Sunday after the Descent of the Holy Spirit","ei","eig","Eighteenth ","after DHS, holy, sunday",,,"0",,"0",,"0","Восемнадцатый воскресенье После Сошествия Святого Духа","fmob1($year,18)",,"0","Duminica a optsprezecea după Pogorârea Sfântului Duh",,"0","Δέκατη όγδοη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10050","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,17)",,"Seventeenth Sunday after the Descent of the Holy Spirit","Seventeenth Sunday after the Descent of the Holy Spirit","se","sev","Seventeenth ","after DHS, holy, sunday",,,"0",,"0",,"0","Семнадцатый воскресенье После Сошествия Святого Духа","fmob1($year,17)",,"0","Duminica a saptesprezecea după Pogorârea Sfântului Duh",,"0","Δέκατη έβδομη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10049","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,16)",,"Sixteenth Sunday after the Descent of the Holy Spirit","Sixteenth Sunday after the Descent of the Holy Spirit","si","six","Sixteenth ","after DHS, holy, sunday",,,"0",,"0",,"0","Шестнадцатая воскресенье После Сошествия Святого Духа","fmob1($year,16)",,"0","Duminica a saisprezecea după Pogorârea Sfântului Duh",,"0","Δέκατη έκτη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10048","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,15)",,"Fifteenth Sunday after the Descent of the Holy Spirit","Fifteenth Sunday after the Descent of the Holy Spirit","fi","fif","Fifteenth ","after DHS, holy, sunday",,,"0",,"0",,"0","Пятнадцатый воскресенье После Сошествия Святого Духа","fmob1($year,15)",,"0","Duminica a cincisprezecea după Pogorârea Sfântului Duh",,"0","Δέκατη πέμπτη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10047","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,14)",,"Fourteenth Sunday after the Descent of the Holy Spirit","Fourteenth Sunday after the Descent of the Holy Spirit","fo","fou","Fourteenth ","after DHS, holy, sunday",,,"0",,"0",,"0","Четырнадцатый воскресенье После Сошествия Святого Духа","fmob1($year,14)",,"0","Duminica a paisprezecea după Pogorârea Sfântului Duh",,"0","Δέκατη τέταρτη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10046","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,13)",,"Thirteenth Sunday after the Descent of the Holy Spirit","Thirteenth Sunday after the Descent of the Holy Spirit","th","thi","Thirteenth ","after DHS, holy, sunday",,,"0",,"0",,"0","Тринадцатый воскресенье После Сошествия Святого Духа","fmob1($year,13)",,"0","Duminica a treisprezecea după Pogorârea Sfântului Duh",,"0","Δέκατη τρίτη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10044","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+126",,"Eleventh Sunday after the Descent of the Holy Spirit","Eleventh Sunday after the Descent of the Holy Spirit","el","ele","Eleventh ","after DHS, holy, sunday",,,"0",,"0",,"0","Одиннадцатый воскресенье После Сошествия Святого Духа","easter_date($year)+126",,"0","Duminica a unsprezecea după Pogorârea Sfântului Duh",,"0","Ενδέκατη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10045","0000-00-00 00:00:00","0000-00-00",,,"fmob1($year,12)",,"Twelfth Sunday after the Descent of the Holy Spirit","Twelfth Sunday after the Descent of the Holy Spirit","tw","twe","Twelfth ","after DHS, holy, sunday",,,"0",,"0",,"0","Двенадцатый воскресенье После Сошествия Святого Духа","fmob1($year,12)",,"0","Duminica a douasprezecea după Pogorârea Sfântului Duh",,"0","Δωδέκατη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10043","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+119",,"Tenth Sunday after the Descent of the Holy Spirit","Tenth Sunday after the Descent of the Holy Spirit","te","ten","Tenth ","after DHS, holy, sunday",,,"0",,"0",,"0","Десятое воскресенье после Сошествия Святого Духа","easter_date($year)+119",,"0","Duminica a zecea după Pogorârea Sfântului Duh",,"0","Δέκατη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10042","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+112",,"Ninth Sunday after the Descent of the Holy Spirit","Ninth Sunday after the Descent of the Holy Spirit","ni","nin","Ninth ","after DHS, holy, sunday",,,"0",,"0",,"0","Девятый воскресенье После Сошествия Святого Духа","easter_date($year)+112",,"0","Duminica a noua după Pogorârea Sfântului Duh",,"0","Ένατη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10041","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+105",,"Eighth Sunday after the Descent of the Holy Spirit","Eighth Sunday after the Descent of the Holy Spirit","ei","eig","Eighth ","after DHS, holy, sunday",,,"0",,"0",,"0","Восьмая воскресенье После Сошествия Святого Духа","easter_date($year)+105",,"0","Duminica a opta după Pogorârea Sfântului Duh",,"0","Όγδοη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10040","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+98",,"Seventh Sunday after the Descent of the Holy Spirit","Seventh Sunday after the Descent of the Holy Spirit","se","sev","Seventh ","after DHS, holy, sunday",,,"0",,"0",,"0","Седьмое воскресенье после Сошествия Святого Духа","easter_date($year)+98",,"0","Duminica a şaptea după Pogorârea Sfântului Duh",,"0","Έβδομη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10039","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+91",,"Sixth Sunday after the Descent of the Holy Spirit","Sixth Sunday after the Descent of the Holy Spirit","si","six","Sixth ","after DHS, holy, sunday",,,"0",,"0",,"0","Шестое воскресенье после Сошествия Святого Духа","easter_date($year)+91",,"0","Duminica a şasea după Pogorârea Sfântului Duh",,"0","Έκτη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10033","0000-00-00 00:00:00","0000-00-00",,,"$sept14-jdcorrectedweekday($sept14)",,"Sunday before the Exaltation of the Holy Cross","Sunday before the Exaltation of the Holy Cross","su","sun","before Exaltation @ Cross","holy, sunday",,,"0",,"0",,"0","Воскресенье перед Воздвижения Святого Креста","$sept14-jdcorrectedweekday($sept14)",,"0","Duminica dinaintea Înălţării Sfintei Cruci",,"0","Κυριακή πριν από την έξαρση του Τιμίου Σταυρού"
"10034","0000-00-00 00:00:00","0000-00-00",,,"$sept14-jddayofweek($sept14)+7",,"Sunday after the Exaltation of the Holy Cross","Sunday after the Exaltation of the Holy Cross","su","sun","after Exaltation @ Cross","holy, sunday",,,"0",,"0",,"0","Воскресенье после Воздвижения Святого Креста","$sept14-jddayofweek($sept14)+7",,"0","Duminica după Înălţarea Sfintei Cruci",,"0","Κυριακή μετά την έξαρση του Τιμίου Σταυρού"
"10035","0000-00-00 00:00:00","0000-00-00",,,"$sept14-jddayofweek($sept14)+14",,"Sunday of the Holy ancestors","Sunday of the Holy ancestors","su","sun","of ancestors","holy, sunday",,,"0",,"0",,"0","Воскресенье предков Святейшего","$sept14-jddayofweek($sept14)+14",,"0","Duminica Sfinţilor Strămoşi",,"0","Κυριακή των προγόνων Ιεράς"
"10036","0000-00-00 00:00:00","0000-00-00",,,"$dec25-jdcorrectedweekday($dec25)",,"Sunday before Nativity","Sunday before Nativity","su","sun","before Nativity","sunday",,,"0",,"0",,"0","Воскресенье перед Рождеством","$dec25-jdcorrectedweekday($dec25)",,"0","Duminica dinaintea Naşterii Domnului",,"0","Κυριακή πριν Γεννήσεως"
"10037","0000-00-00 00:00:00","0000-00-00",,,"$dec25-jddayofweek($dec25)+7",,"Sunday after Nativity","Sunday after Nativity","su","sun","after Nativity","sunday",,,"0",,"0",,"0","Воскресенье после Рождества","$dec25-jddayofweek($dec25)+7",,"0","Duminica după Naşterea Domnului",,"0","Κυριακή μετά Γεννήσεως"
"10032","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+77",,"Fourth Sunday after the Descent of the Holy Spirit","Fourth Sunday after the Descent of the Holy Spirit","fo","fou","Fourth ","after DHS, holy, sunday",,,"0",,"0",,"0","Четвертое воскресенье после Сошествия Святого Духа","easter_date($year)+77",,"0","Duminica a patra după Pogorârea Sfântului Duh",,"0","Τέταρτη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10031","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+70",,"Third Sunday after the Descent of the Holy Spirit","Third Sunday after the Descent of the Holy Spirit","th","thi","Third ","after DHS, holy, sunday",,,"0",,"0",,"0","Третье воскресенье после Сошествия Святого Духа","easter_date($year)+70",,"0","Duminica a treia după Pogorârea Sfântului Duh",,"0","Τρίτη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10038","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+84",,"Fifth Sunday after the Descent of the Holy Spirit","Fifth Sunday after the Descent of the Holy Spirit","fi","fif","Fifth ","after DHS, holy, sunday",,,"0",,"0",,"0","Пятое воскресенье после Сошествия Святого Духа","easter_date($year)+84",,"0","Duminica a cincea după Pogorârea Sfântului Duh",,"0","Πέμπτη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10026","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+50",,"Monday","The Holy Trinity","th","the","The Trinity","holy",,,"0",,"0",,"0","Святая Троица","easter_date($year)+50",,"0","Sfânta Treime",,"0","Η Αγία Τριάδα"
"10027","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+52",,"Wednesday","Wednesday","we","wed","Wednesday",,,,"0",,"0",,"0","Среда","easter_date($year)+52",,"0","Miercuri",,"0","Τετάρτη"
"10028","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+55",,"Friday","Friday","fr","fri","Friday",,,,"0",,"0",,"0","Пятница","easter_date($year)+55",,"0","Vineri",,"0","Παρασκευή"
"10029","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+56",,"First Sunday after the Descent of the Holy Spirit","First Sunday after the Descent of the Holy Spirit","fi","fir","First ","after DHS, holy, sunday",,,"0",,"0",,"0","Первое воскресенье после Сошествия Святого Духа","easter_date($year)+56",,"0","Duminica întâia după Pogorârea Sfântului Duh",,"0","Πρώτη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10030","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+63",,"Second Sunday after the Descent of the Holy Spirit","Second Sunday after the Descent of the Holy Spirit","se","sec","Second ","after DHS, holy, sunday",,,"0",,"0",,"0","Второе воскресенье после Сошествия Святого Духа","easter_date($year)+63",,"0","Duminica a doua după Pogorârea Sfântului Duh",,"0","Δεύτερη Κυριακή μετά την επιφοίτηση του Αγίου Πνεύματος"
"10020","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+21",,"Sunday","Sunday of the Paralytic","su","sun","of Paralytic","sunday",,,"0",,"0",,"0","Воскресенье о расслабленном","easter_date($year)+21",,"0","Duminica Slăbănogului",,"0","Κυριακή του Παραλύτου"
"10021","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+28",,"Sunday","Sunday of the Samaritan","su","sun","of Samaritan","sunday",,,"0",,"0",,"0","Неделя о самарянине","easter_date($year)+28",,"0","Duminica Samarinencei",,"0","Κυριακή του Σαμαρείτη"
"10022","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+35",,"Sunday","Sunday of the blind man","su","sun","of blind man","sunday",,,"0",,"0",,"0","Воскресенье слепого","easter_date($year)+35",,"0","Duminica Orbului",,"0","Κυριακή της τυφλός"
"10023","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+39",,"Thursday","Ascension","as","asc","Ascension",,,,"0",,"0",,"0","Вознесение","easter_date($year)+39",,"0","Înălţarea Domnului",,"0","Αναλήψεως"
"10024","0000-00-00 00:00:00","0000-00-00",,,"easter_date($year)+42",,"Sunday Holy Fathers of the Ecumenical Council","Sunday Holy Fathers of the Ecumenical Council","su","sun","Fathers @ Ecumenical Council","holy, sunday",,,"0",,"0",,"0","Воскресенье Святые отцы Вселенского Собора","easter_date($year)+42",,"0","Duminica Sfinţilor Părinţi de la Sinodul I Ecumenic",,"0","Κυριακή Αγίων Πατέρων της Οικουμενικής Συνόδου"
